600569,603015,603218,603486,603045,601619,600673,603901,600433,600622,603798,603336,600810,600207,600075,603876,600309,600782,600371,600209,600877,600725,600663,603721,603968,603633,603506,600645,601155,601360,601377,600231,601003,600048,603555,603789,603069,600571,600783,600507,600228,600019,600581,603026,603959,600053,600462,600303,603686,600322,600614,600929,603648,603496,603358,600313,603960,600540,603338,601137,600282,601225,600340,600596,603129,603712,600182,600682,600636,603180,600555,600980,600354,603329,600536,600238,600077,603348,601878,600487,600530,600889,601828,603013,603225,600463,601231,601016,600965,600359,600137,600426,601877,603701,600895,600623,600117,603377,600639,601677,600283,600030,603363,603505,603979,600223,601216,600841,600466,603833,601336,603111,600963,600882,601628,600307,600808,601238,600984,600695,601088,600230,601952,600291,600280,600702,600839,600815,600729,600532,600714,603198,600010,600266,600637,600125,600635,600638,600888,600738,600735,600510,600633,600157,603303,600275,600770,603036,601228,600971,600094,600301,601318,600216,600728,603038,600247,600837,601005,600926,600392,603928,601375,600383,600691,603339,603355,600188,603222,600516,600106,601881,600332,600987,600804,603260,603010,600859,601006,600126,600746,600396,603078,603393,600116,600864,603083,600766,601099,600273,600299,601996,600153,600409,603970,600741,600649,600567,603398,600743,601398,601600,601939,600406,601229,603012,603227,603768,600054,601901,603515,600000,603579,600958,600146,600061,600884,601601,603616,600395,603081,600179,600909,603318,601108,601101,601898,600606,603630,600598,603638,600855,600222,603117,603885,603077,600593,600747,601288,600478,601838,600130,603113,600742,600121,601179,603878,600712,600703,600988,601985,600999,601699,601700,600397,601211,600653,600166,600853,601969,601166,601678,601636,603919,601198,600812,600661,601599,603678,603659,600227,603856,601997,600816,600604,600805,601689,600143,600867,600362,600036,600756,600538,600821,600547,600760,601991,600251,603955,603799,600039,603305,600348,600123,601555,600539,601988,600546,600665,600483,600369,600351,600390,600716,600173,600373,600203,601001,603366,600739,600382,601328,600959,600236,600693,601011,601113,600592,600970,603801,600107,600438,600122,600177,600416,601965,600548,601186,600648,600200,600380,603696,600476,600083,603399,600066,600588,603997,603939,603936,603880,603843,603838,603825,603818,603690,603636,603611,603602,603508,603501,603456,603416,603333,603315,603188,603166,603108,603032,603021,603016,603002,601998,601899,601880,601818,601727,601688,601666,601390,601339,601118,601111,601107,601058,601007,601000,600979,600966,600919,600896,600880,600871,600869,600863,600856,600850,600844,600811,600801,600800,600796,600790,600784,600765,600764,600759,600753,600751,600750,600745,600740,600736,600734,600733,600724,600722,600704,600701,600688,600683,600678,600657,600641,600610,600595,600568,600515,600506,600490,600485,600467,600423,600408,600399,600335,600328,600318,600293,600279,600269,600246,600240,600232,600226,600221,600219,600217,600212,600193,600189,600186,600175,600165,600162,600159,600158,600156,600148,600145,600133,600109,600108,600086,600084,600076,600052,600050,600035,600028,600022,600020,600016,600498,603899,600885,600388,603043,600262,600183,601766,603989,601886,601668,603098,601009,600155,600826,603018,600323,601015,603319,600629,600018,601169,601158,600997,600652,601222,600710,600570,600675,603737,600758,600690,600277,600843,601212,600172,600870,603895,600080,600901,600611,600823,600662,603103,600070,600973,600403,600281,600582,600780,600978,600585,600037,600261,600794,603288,600634,600368,603168,601168,601098,600982,601010,600098,600170,600358,600761,600225,600345,600103,603868,603008,600908,601616,600684,600150,603858,603005,601801,600234,601028,600063,600009,600654,603519,600732,600527,600370,603766,603385,601218,603787,600376,600480,603178,600327,600015,603167,600642,600031,600697,600064,600676,600439,600115,600825,600644,600705,600192,601929,601326,600791,603688,600355,603165,600220,600336,600620,600067,600350,600377,601908,600873,600312,600787,600820,603367,603040,600495,600088,600612,600717,600071,601888,603667,601258,600489,600785,600817,603889,601128,600276,600995,603527,600111,600051,600319,603909,600730,600731,600557,603718,603920,600508,600502,603883,600575,600243,600163,600068,601117,603887,601618,600029,600252,603177,600792,600713,601611,601106,603388,600778,601800,600033,600025,600187,603568,600719,600195,600461,603289,600062,603086,600060,600519,600120,600981,600297,603538,603268,600287,603076,603380,600976,600379,600096,601857,603660,600651,603680,601199,600100,603030,600601,601333,600265,603707,603085,600259,600089,600836,600168,600185,601500,600007,600317,603658,600609,603557,600289,600755,600628,603601,600549,600284,600511,603323,600535,600452,600528,600353,600545,603639,600748,601633,600169,600288,600356,600851,600824,600078,600520,600533,600325,603708,603158,600091,600866,600857,600621,601069,600777,600522,600400,603106,603499,600830,600779,603990,600270,600415,601188,601018,600727,601366,600302,600875,600486,600497,600969,600330,600664,600375,601918,600329,603041,603778,603729,603488,603298,600892,600493,600141,600711,600699,600556,601515,601718,600723,600477,600004,600565,600677,603617,601200,600421,603859,603283,603300,601788,600290,603898,600630,600101,603588,603699,603238,600346,603389,603161,600081,600531,600658,603444,601608,600271,600501,600749,600420,600660,600208,600105,600310,603017,603138,600326,601798,600900,601388,603938,600248,603758,600894,600180,600361,603776,601882,600479,603987,603007,600202,600218,601208,601866,600868,603797,600583,600249,603228,600321,601019,600529,600883,600879,601928,600339,600726,601163,600795,600255,603203,600551,600577,600311,603600,600308,600754,600235,603507,600537,600505,600097,600936,603811,600436,600961,603993,600613,600831,600834,603019,601890,600190,600104,603595,600996,601518,600008,603978,600229,600038,600576,600176,600023,600285,600012,603869,600679,600686,600828,600624,600295,600822,600718,600410,603368,600893,601799,600939,601958,600057,600210,600428,603023,600449,603369,600381,600668,601777,600475,603888,600708,601008,600862,600992,603881,600331,600316,601002,600560,600774,603606,600744,600561,603559,603306,600860,600167,600617,600643,603126,600242,600213,603331,600975,603567,601020,603258,600977,600829,603131,600933,600848,600292,600499,600655,600017,600552,603208,600006,601100,601126,600650,600267,600152,603050,601519,600365,600258,600865,603969,603665,601669,600491,603396,601368,603698,601808,600767,600768,600069,600526,600469,603605,600095,600671,603855,601369,600550,603458,600579,603726,603123,600131,600890,600605,600460,600496,603266,600393,600079,600418,600320,600305,603585,601919,600781,600720,603860,603311,600602,600858,600818,601989,600819,600127,600998,600861,600191,603197,600798,600128,601086,600278,601900,600448,600435,600337,600838,603088,600590,600521,603029,600887,600026,603566,600074,603330,600139,600239,603199,603387,601566,603223,600898,603725,603066,600470,601717,600151,600058,603976,601968,600599,600114,600367,603278,600129,600201,600250,603823,603896,600737,600773,603918,603717,601139,600523,601558,603926,600198,603596,603100,600500,600257,603819,601858,600458,603110,603429,600835,600333,600118,603000,600990,603233,603099,603586,601226,600298,600352,600985,603033,600509,600707,601579,600692,600881,603128,600360,600260,600482,600405,603603,600674,603118,600206,603313,600563,603226,601999,600171,603808,601949,600444,600696,600594,601811,603328,600272,601127,600072,600603,603730,600833,600525,603626,603139,603308,600771,603179,600256,600343,600456,601933,600391,603003,600706,603196,600149,600429,603359,600584,601311,600233,600558,600983,603578,600512,603663,600119,600135,603299,603996,600876,601012,603828,603589,603683,600419,600559,600809,603517,600993,600626,600897,603609,600366,600846,600685,603598,603998,600694,600455,600776,600241,600237,603322,603906,603922,600184,600874,601233,603558,603326,603229,603080,601992,600468,603006,600021,600681,603169,600138,600586,600797,600082,600775,600814,600803,600055,600363,603966,603985,603556,600315,600600,603980,603608,600110,603028,603882,600059,601595,603917,603900,600503,600372,600513,603788,603803,600422,600093,600161,603890,600113,603580,603214,603345,600215,603055,600566,600608,600459,600578,600488,600618,603025,603020,603599,603685,603668,600827,603929,603060,600789,600917,600197,600962,603817,603039,600481,603963,600073,603200,603337,603027,603958,600802,600517,603669,600872,601789,600056,600378,600199,601966,600698,600640,603063,600160,600211,603612,600903,603089,603516,603773,603977,603001,603569,601021,603986,603421,600615,603809,603309,600518,603181,601567,603378,603528,603628,600386,603037,600986,600597,603232,600090,601038,600425,600572,603656,603042,603999,600011,603903,603677,600085,600793,600967,603897,603933,603879,600580,600387,603067,600446,600112,603031,600757,603655,600587,600721,600300,603301,603160,603676,603679,600616,603116,603689,603079,603757,603090,600196,603991,603096,603839,600573,603136,603637,603533,603618,600099,603357,603886,600338,603733,603159,600667,603269,603988,600398,600589,600687,601588,603619,600886,603383,603127,600845,603822,600306,600389,600647,600854,600178,603035,603286,603536,603356,603866,603661,603826,603386,603058,603101,603727,603779,603500,600769,603321,603518,603728,603466,603877,600715,600847,603477,600763,603059,601607,601116,600891,600666,603738,600562,603615,603320,603848,603871,603316,603829,603716,600543,600132,603861,603800,603183,603133,603259,601872,603277,603937,603767,600960,600136,603156,600619,603239,603009,603916,603709,603022,603365,603908,603703,600027,603189,603711,600268,603335,600807,603186,603912,603056,603360,603011,601177,603157,603777,603520,600385,600689,603607,603806,603577,603813,603722,603816,603535,603666,601990,601330,601138,600680,600401
3.85,8.51,21.51,74.78,54.72,9.62,11.92,9.79,4.57,10.43,16.84,24.7,13.14,8.68,7.2,39.0,49.31,6.12,10.02,6.0,4.81,2.63,17.2,28.57,20.43,19.62,50.4,25.48,32.34,35.94,5.88,3.67,7.26,13.6,27.17,12.39,10.45,8.86,10.96,12.6,8.67,8.81,4.65,22.01,31.98,19.88,4.36,7.01,24.91,5.53,7.05,21.06,21.35,32.45,37.23,2.78,30.12,4.43,50.46,9.07,4.75,8.47,28.39,18.65,25.13,29.82,26.44,34.1,15.64,117.3,4.88,13.19,5.93,35.14,20.01,6.47,4.04,45.39,10.79,33.73,6.13,6.79,17.22,44.59,21.34,9.69,10.69,3.3,10.68,5.36,17.37,19.32,23.85,17.9,12.96,10.91,4.26,24.31,14.02,10.8,12.13,18.72,18.56,17.0,10.15,3.36,4.02,10.8,9.46,142.67,45.44,10.18,5.69,8.03,24.28,2.21,3.75,19.1,6.77,6.61,20.67,26.66,7.67,14.21,9.9,43.29,3.18,,35.1,6.9,7.87,20.12,1.69,10.08,16.77,9.29,4.22,14.35,6.15,8.76,10.57,6.68,9.01,1.83,10.94,3.55,6.66,16.68,6.06,6.74,5.86,5.83,63.01,13.52,8.04,26.0,5.92,10.33,2.1,11.85,14.76,17.43,5.3,10.83,3.23,21.72,31.4,14.01,9.11,26.69,3.37,9.19,41.95,10.19,14.81,73.25,23.16,22.55,8.84,6.17,6.13,2.47,42.93,37.72,7.85,5.08,37.12,7.93,2.64,8.34,12.22,3.99,10.71,9.27,27.59,25.3,6.82,3.99,14.4,2.77,5.58,4.14,7.02,17.08,15.92,7.17,4.08,15.88,12.92,5.87,54.68,10.41,75.16,10.67,24.64,10.25,22.32,33.53,13.18,6.17,16.75,10.75,6.44,13.05,13.14,6.46,4.89,6.65,22.09,9.99,27.58,14.67,5.05,8.36,17.63,1.76,20.9,1.75,3.59,5.47,10.19,5.48,13.92,12.2,3.69,3.84,16.41,5.74,20.71,5.88,5.82,15.31,9.68,3.92,1.91,16.44,2.07,2.09,4.4,6.61,15.9,6.86,4.83,18.24,14.99,4.66,28.91,4.79,24.04,64.92,5.19,20.55,13.08,7.89,5.2,5.41,19.17,5.55,25.21,17.29,28.62,17.25,5.97,6.02,28.04,37.23,3.19,6.11,30.69,105.34,3.43,36.15,7.0,7.17,7.23,7.59,3.73,3.76,3.84,8.21,4.02,8.17,8.52,4.33,4.97,15.15,10.19,5.04,5.19,15.73,11.41,5.97,5.83,6.12,6.27,6.13,14.52,7.12,7.26,55.18,7.85,7.12,7.94,8.13,8.16,8.55,8.6,9.01,18.57,9.05,10.74,24.43,18.39,19.26,20.06,21.84,25.35,,,,,,,,,,,15.81,,,,,29.53,,,10.52,7.4,14.28,,,,4.79,6.18,4.02,2.16,3.88,,16.83,4.24,,5.24,,11.35,3.8,2.64,11.1,3.01,4.63,4.52,6.86,,,2.04,5.19,2.54,,,,,14.85,,,4.01,,,,,,,,,10.89,6.52,,,,5.18,5.89,,5.71,5.24,,4.44,,,3.16,,,,,,2.58,,1.78,,,,,,5.49,4.37,4.0,6.91,,,,2.93,,,2.87,,2.14,,,2.97,2.82,,3.97,,,,7.8,3.26,,,6.45,,5.33,3.42,6.34,,4.13,7.48,26.92,32.51,43.41,13.78,23.7,23.38,9.19,8.74,34.11,8.33,8.13,15.96,7.94,7.7,15.54,15.38,15.33,7.43,27.88,13.35,6.28,6.26,5.91,5.6,5.45,5.37,5.11,57.87,5.06,55.96,4.9,20.37,4.95,10.0,4.94,4.56,4.62,50.82,9.35,9.07,4.55,4.55,4.36,36.6,8.65,4.11,4.16,4.03,3.93,4.0,7.91,35.85,11.28,3.79,3.45,75.99,3.33,3.53,10.22,6.99,13.43,3.58,3.4,6.73,3.41,,10.07,3.16,28.68,3.17,51.75,22.1,6.26,3.16,6.08,11.7,49.61,26.7,8.7,8.52,5.9,2.93,55.9,2.9,11.94,5.69,2.83,2.79,5.8,13.66,2.75,16.95,8.22,10.7,13.81,5.45,8.03,10.8,5.4,8.24,24.33,8.01,5.26,5.22,7.94,5.16,5.2,4.94,5.02,2.52,4.99,4.88,14.76,4.49,37.41,2.4,4.68,7.06,4.62,4.61,9.47,4.63,4.63,6.68,9.18,6.58,25.32,42.33,4.18,12.82,37.12,8.65,14.49,63.66,13.96,2.03,8.41,22.67,7.91,12.4,6.1,78.15,8.01,20.9,11.75,7.78,7.7,31.34,5.65,5.47,13.03,14.48,14.94,11.14,5.39,75.29,3.72,5.54,3.62,7.08,7.12,19.67,3.56,10.49,3.47,16.2,3.49,5.23,8.41,3.43,15.3,5.17,11.63,3.38,3.37,3.31,24.23,5.11,22.28,6.49,13.55,26.33,32.72,14.45,775.78,18.62,4.81,6.38,20.53,17.8,6.25,37.5,20.35,24.55,7.75,6.2,7.77,35.14,4.55,35.39,4.7,10.69,7.33,2.99,4.46,24.96,27.8,27.42,30.03,7.22,4.22,7.07,5.66,8.7,15.88,2.87,75.8,4.13,17.12,2.77,8.05,8.13,9.6,20.78,5.36,28.6,6.73,27.19,29.34,10.78,5.39,8.18,43.29,5.42,10.63,2.6,7.69,7.06,9.65,3.92,3.98,17.98,3.94,7.85,23.08,17.33,3.79,3.83,11.84,12.27,21.19,2.54,10.04,3.71,23.15,28.13,6.13,49.86,36.33,21.01,4.92,3.73,4.77,8.28,10.72,4.67,8.32,57.02,5.78,6.91,8.3,4.71,4.68,3.43,18.93,19.64,5.58,50.03,12.44,13.51,11.5,6.81,15.34,10.33,25.93,4.38,9.06,4.49,7.59,5.33,17.7,3.24,8.49,22.18,17.47,6.42,20.25,30.72,6.43,11.84,10.66,29.66,8.43,7.38,10.55,20.56,20.18,15.65,11.6,25.91,10.29,6.07,6.09,141.85,2.99,26.21,8.75,11.07,11.53,24.78,4.0,3.95,4.93,12.0,39.35,6.83,4.87,16.99,2.88,26.61,4.79,9.66,6.63,11.0,4.71,53.44,12.69,15.36,11.34,12.5,3.78,5.73,4.71,2.84,3.69,16.18,5.62,4.58,49.98,1.87,9.44,25.36,7.29,7.34,6.43,4.51,2.85,15.48,2.78,2.57,33.39,10.13,3.9,3.59,9.88,5.46,37.01,5.36,28.34,3.51,5.36,13.09,5.29,28.75,110.7,7.18,7.14,6.94,7.0,7.92,46.78,5.07,3.44,36.39,79.9,8.72,3.8,4.3,43.08,8.54,41.44,6.0,11.84,5.12,9.23,7.98,19.18,12.82,13.79,5.76,5.73,9.78,10.61,14.21,10.16,32.9,23.8,58.7,5.79,6.62,5.71,4.07,4.01,6.61,8.88,22.48,10.14,14.34,5.72,11.36,19.96,4.65,3.97,6.9,8.5,42.55,3.04,10.03,7.03,9.37,12.84,7.92,3.17,6.83,26.64,17.37,5.27,10.88,6.14,9.9,7.48,13.76,8.91,19.04,4.44,14.23,15.59,23.55,17.68,8.79,17.33,12.97,21.95,6.47,7.83,10.18,3.52,5.86,32.98,4.3,30.91,5.69,12.0,15.77,5.88,15.4,4.34,7.21,26.78,7.01,7.51,30.72,5.63,7.4,35.69,7.54,16.41,10.39,5.5,11.2,4.52,6.55,4.0,38.06,4.7,18.49,10.23,6.8,4.82,49.88,11.3,20.42,6.66,5.98,9.85,10.81,12.62,3.24,17.04,5.94,13.57,7.31,4.47,12.52,23.9,5.72,17.94,7.73,35.7,12.83,6.34,6.9,16.33,4.4,4.42,3.78,18.43,8.23,5.55,43.13,4.44,7.43,10.33,9.16,10.37,3.71,9.09,6.09,7.98,22.53,9.2,27.96,18.46,30.86,4.87,19.36,1.26,34.89,4.9,4.55,27.13,54.75,15.4,19.25,11.41,19.36,10.96,4.14,6.09,4.9,9.47,18.95,4.15,17.04,10.19,9.36,18.25,16.32,23.94,7.05,16.43,52.29,7.79,8.51,18.23,12.64,7.48,9.32,1.17,21.95,6.66,45.98,9.36,7.32,5.63,16.23,11.77,7.85,19.16,27.63,20.13,5.58,20.32,9.97,47.72,64.98,15.04,16.92,4.52,37.03,12.39,12.06,19.99,5.05,7.23,11.28,8.19,3.89,6.98,6.76,29.05,19.21,5.37,23.19,9.2,6.63,9.21,21.42,48.41,27.82,6.33,12.23,25.1,5.9,12.07,4.12,9.94,11.09,10.74,8.74,19.06,10.37,4.59,31.17,11.47,16.02,17.01,23.41,13.83,58.7,25.71,4.09,9.69,16.91,8.4,14.94,9.62,12.55,11.08,6.64,5.62,33.89,18.13,11.66,16.4,4.98,6.98,25.77,2.47,19.98,9.89,8.47,9.38,18.86,15.86,16.73,8.41,62.68,23.57,23.72,22.29,63.33,43.44,18.86,5.66,22.15,10.17,7.16,8.18,15.39,12.9,9.66,35.87,27.4,5.69,7.97,4.22,31.12,14.57,26.12,13.33,10.68,17.39,8.72,12.48,17.19,36.8,3.68,6.22,13.21,7.37,13.7,5.92,21.52,3.65,10.65,5.09,6.49,7.27,12.62,13.09,10.97,14.22,22.75,26.06,43.64,47.9,17.34,10.7,6.73,8.88,28.24,8.69,17.78,19.33,25.41,4.34,13.07,7.91,26.7,15.9,8.25,11.67,26.91,21.37,8.99,20.39,63.12,33.62,8.9,16.8,47.89,5.73,12.98,3.34,4.49,9.25,22.33,11.31,15.04,22.34,11.03,11.4,21.59,19.26,10.0,7.62,24.72,9.58,9.21,79.58,3.59,28.38,7.51,36.39,60.9,24.45,12.44,7.58,4.23,13.43,26.95,4.01,20.13,9.66,7.2,17.17,5.55,11.57,13.34,8.04,37.83,33.26,25.9,26.16,37.9,74.17,8.85,13.18,17.3,38.69,100.18,20.6,9.19,23.32,15.41,24.2,23.46,8.49,16.79,8.44,11.86,4.42,25.61,10.57,10.97,43.07,7.19,6.17,3.29,7.19,18.69,23.15,7.26,6.51,29.73,19.58,37.41,19.27,11.91,37.9,25.3,14.93,8.14,9.74,10.97,13.38,3.73,15.38,6.17,25.82,14.89,9.01,3.72,54.76,71.48,20.04,24.48,7.98,14.54,12.19,32.6,34.91,19.91,42.92,27.1,85.39,19.45,7.79,39.76,14.63,38.2,6.88,8.78,22.3,19.78,25.17,29.99,23.79,7.81,22.06,16.16,13.48,5.06,,4.47,35.75,7.51,34.91,53.6,25.54,31.73,7.39,21.98,16.94,4.45,5.52,14.44,25.51,12.41,25.17,58.28,45.53,12.1,25.96,12.9,13.56,16.3,17.97,28.75,5.6,11.74,22.49,16.75,27.76,35.44,7.74,12.46,14.26,44.25,44.61,24.77,19.32,5.48,4.33,18.44,21.82,14.5,25.19,24.95,53.56,11.98,18.81,22.5,10.07,29.24,13.45,17.75,28.45,22.83,108.16,3.64,14.09,24.42,10.05,6.08,15.8,66.77,10.52,14.29,10.9,16.93,32.3,10.39,26.71,33.58,10.75,3.93,17.39,25.0,4.56,9.16,3.78,16.67,18.73,28.42,21.18,6.2,7.07,20.0,17.36,25.45,9.34,11.64,32.43,24.2,13.83,36.87,40.95,68.9,29.22,,,4.74,21.81,,
